frame,sign,kx,ky,sbxframe
0,1,12,-5,129
15,1,7,-10,133
30,-1,8,-5,136
45,1,-7,-2,140
60,-1,-7,10,144
75,1,9,12,148
90,-1,7,-11,152
105,-1,-10,5,156
120,-1,6,-1,160
135,1,-11,-2,164
150,-1,9,1,167
165,1,3,11,171
180,-1,3,12,175
195,-1,3,-5,179
210,-1,11,10,183
225,-1,5,-2,187
240,-1,-3,12,191
255,-1,12,1,194
270,1,-4,10,198
285,-1,-5,5,202
300,-1,12,9,206
315,-1,4,-7,210
330,1,8,-5,214
345,-1,-6,-6,218
360,-1,2,-12,222
375,-1,-10,-7,225
390,1,6,8,229
405,1,9,8,233
420,1,7,-8,237
435,1,-8,1,241
450,-1,-10,8,245
465,-1,5,10,249
480,-1,2,9,252
495,1,6,-6,256
510,-1,3,7,260
525,-1,12,-12,264
540,-1,-10,-2,268
555,1,2,7,272
570,1,10,-1,276
585,-1,-1,-1,280
600,-1,4,-9,283
615,-1,-6,-3,287
630,1,-11,3,291
645,1,-9,-4,295
660,-1,-8,-10,299
675,1,-4,8,303
690,1,-8,-2,307
705,1,0,-5,310
720,-1,1,-10,314
735,1,12,1,318
750,1,-11,2,322
765,1,2,-1,326
780,-1,1,-3,330
795,-1,8,-4,334
810,-1,-1,-9,338
825,-1,3,-5,341
840,1,-6,4,345
855,1,6,10,349
870,-1,-4,3,353
885,1,1,1,357
900,-1,-12,-3,361
915,-1,3,-6,365
930,1,5,9,368
945,-1,-3,-11,372
960,-1,9,-9,376
975,1,3,-8,380
990,1,6,7,384
1005,1,-6,3,388
1020,-1,11,-7,392
1035,-1,3,3,396
1050,1,-9,4,399
1065,1,8,9,403
1080,-1,-6,-2,407
1095,1,1,-4,411
1110,-1,-12,3,415
1125,1,8,4,419
1140,-1,-5,-1,423
1155,1,-6,7,427
1170,-1,-8,6,430
1185,1,9,-11,434
1200,1,-5,-12,438
1215,1,-5,12,442
1230,1,-7,-5,446
1245,-1,-6,1,450
1260,-1,-11,-8,454
1275,1,-3,-9,457
1290,-1,-3,-3,461
1305,1,-9,-8,465
1320,1,4,8,469
1335,-1,-2,-2,473
1350,-1,-9,6,477
1365,-1,9,-3,481
1380,1,7,9,485
1395,1,-4,1,488
1410,1,-6,-4,492
1425,-1,-1,-12,496
1440,1,10,5,500
1455,1,-2,-2,504
1470,1,-6,10,508
1485,-1,-4,5,512
1500,-1,9,3,515
1515,1,8,-5,519
1530,1,1,7,523
1545,1,-5,-6,527
1560,-1,-7,-5,531
1575,1,-3,-6,535
1590,1,8,10,539
1605,1,11,-4,543
1620,1,10,-10,546
1635,-1,-7,-4,550
1650,1,-5,-5,554
1665,1,0,0,558
1680,-1,-7,9,562
1695,1,-10,6,566
1710,-1,9,2,570
1725,-1,3,-4,573
1740,1,-10,7,577
1755,1,6,-3,581
1770,-1,-4,4,585
1785,-1,6,7,589
1800,-1,8,-12,593
1815,-1,2,1,597
1830,1,-10,-5,601
1845,1,8,-11,604
1860,-1,10,-7,608
1875,1,-8,5,612
1890,-1,-11,-6,616
1905,-1,-9,6,620
1920,1,8,8,624
1935,-1,1,11,628
1950,1,-9,2,631
1965,-1,-2,-1,635
1980,-1,-7,5,639
1995,-1,-2,-7,643
2010,1,-6,7,647
2025,-1,-3,-1,651
2040,-1,-1,1,655
2055,-1,-2,8,659
2070,1,-12,-9,662
2085,1,5,8,666
2100,1,-9,6,670
2115,1,11,-5,674
2130,-1,-4,-12,678
2145,-1,7,1,682
2160,-1,-5,-5,686
2175,1,7,2,689
2190,-1,5,-8,693
2205,-1,2,-9,697
2220,1,-1,-11,701
2235,-1,-11,-4,705
2250,1,-8,-3,709
2265,-1,4,3,713
2280,-1,-12,-8,717
2295,-1,-5,-11,720
2310,1,10,-6,724
2325,1,-11,11,728
2340,1,11,-7,732
2355,-1,5,1,736
2370,1,4,2,740
2385,-1,-11,-7,744
2400,-1,3,4,748
2415,-1,2,2,751
2430,-1,7,-11,755
2445,1,-11,6,759
2460,1,10,7,763
2475,1,3,7,767
2490,-1,9,3,771
2505,1,-7,0,775
2520,1,-6,6,778
2535,1,2,8,782
2550,1,10,-1,786
2565,1,-8,-10,790
2580,-1,0,12,794
2595,1,5,-6,798
2610,-1,-7,11,802
2625,-1,-9,12,806
2640,-1,-9,6,809
2655,1,7,-3,813
2670,1,9,8,817
2685,-1,-4,-2,821
2700,-1,-3,1,825
2715,1,10,10,829
2730,1,-1,-9,833
2745,1,9,-11,836
2760,-1,-2,7,840
2775,1,-9,-2,844
2790,-1,9,-8,848
2805,1,-10,-9,852
2820,-1,-10,7,856
2835,1,0,-3,860
2850,1,-4,-7,864
2865,-1,6,-9,867
2880,1,-4,-12,871
2895,-1,8,10,875
2910,1,12,-5,879
2925,-1,-1,-5,883
2940,-1,9,-8,887
2955,-1,7,-1,891
2970,1,-11,4,894
2985,1,-7,-4,898
3000,-1,6,11,902
3015,-1,7,4,906
3030,1,10,-4,910
3045,-1,6,-7,914
3060,1,-4,-10,918
3075,-1,8,3,922
3090,-1,-6,-5,925
3105,-1,-10,6,929
3120,-1,1,12,933
3135,-1,-4,1,937
3150,-1,9,3,941
3165,-1,-7,6,945
3180,1,2,0,949
3195,1,-6,3,952
3210,1,-11,-5,956
3225,1,-6,9,960
3240,1,8,-4,964
3255,-1,-10,6,968
3270,-1,11,1,972
3285,1,-9,-1,976
3300,-1,1,10,980
3315,-1,0,2,983
3330,-1,-6,-11,987
3345,-1,-6,-1,991
3360,1,7,-2,995
3375,-1,-10,11,999
3390,1,-8,7,1003
3405,1,-6,0,1007
3420,1,12,6,1011
3435,1,-10,8,1014
3450,1,8,-1,1018
3465,-1,4,6,1022
3480,1,8,1,1026
3495,1,-9,5,1030
3510,1,-11,-7,1034
3525,1,-9,12,1038
3540,1,12,-11,1041
3555,-1,-4,-12,1045
3570,-1,6,2,1049
3585,-1,8,10,1053
3600,-1,7,-8,1057
3615,-1,7,8,1061
3630,1,-12,6,1065
3645,-1,-6,-9,1069
3660,1,-3,6,1072
3675,1,2,-12,1076
3690,-1,5,0,1080
3705,-1,9,2,1084
3720,-1,12,7,1088
3735,-1,-10,2,1092
3750,1,-6,-7,1096
3765,1,12,3,1099
3780,1,5,-11,1103
3795,-1,4,-9,1107
3810,-1,10,8,1111
3825,1,-10,-10,1115
3840,-1,10,7,1119
3855,1,-8,-7,1123
3870,1,3,-6,1127
3885,1,-11,12,1130
3900,1,7,-4,1134
3915,-1,11,5,1138
3930,1,4,3,1142
3945,-1,-6,5,1146
3960,1,-2,-2,1150
3975,-1,-12,5,1154
3990,1,7,9,1157
4005,1,-12,0,1161
4020,1,-7,12,1165
4035,1,-10,6,1169
4050,1,1,-11,1173
4065,-1,12,1,1177
4080,1,-12,6,1181
4095,-1,6,-6,1185
4110,1,-10,-7,1188
4125,1,4,12,1192
4140,1,-1,11,1196
4155,-1,-11,-2,1200
4170,1,-12,-7,1204
4185,-1,-2,-2,1208
4200,1,-3,-2,1212
4215,-1,-11,-3,1215
4230,1,12,7,1219
4245,-1,-5,5,1223
4260,-1,-4,-5,1227
4275,1,1,-9,1231
4290,-1,-9,-10,1235
4305,1,-5,6,1239
4320,-1,-11,3,1243
4335,1,-10,-3,1246
4350,-1,-11,-9,1250
4365,-1,3,6,1254
4380,1,6,-6,1258
4395,-1,-5,7,1262
4410,1,8,-7,1266
4425,-1,10,-10,1270
4440,-1,-12,9,1273
4455,-1,1,3,1277
4470,-1,-11,0,1281
4485,1,7,2,1285
4500,-1,1,2,1289
4515,-1,9,-9,1293
4530,-1,-10,-12,1297
4545,1,-10,8,1301
4560,-1,7,11,1304
4575,-1,-9,5,1308
4590,-1,-10,10,1312
4605,1,-5,-6,1316
4620,-1,8,6,1320
4635,-1,-1,-4,1324
4650,1,-6,1,1328
4665,1,2,-6,1332
4680,1,4,-3,1335
4695,1,2,-1,1339
4710,-1,-10,-8,1343
4725,-1,-12,-12,1347
4740,-1,0,0,1351
4755,-1,-9,11,1355
4770,1,9,9,1359
4785,1,3,2,1362
4800,-1,4,6,1366
4815,-1,-2,-3,1370
4830,-1,-4,-10,1374
4845,1,2,1,1378
4860,-1,-9,9,1382
4875,1,-9,0,1386
4890,-1,12,0,1390
4905,-1,8,-7,1393
4920,1,3,-2,1397
4935,1,-2,-9,1401
4950,1,1,5,1405
4965,1,0,-5,1409
4980,-1,7,3,1413
4995,1,-2,-5,1417
5010,-1,7,4,1420
5025,-1,0,11,1424
5040,1,9,-2,1428
5055,-1,-10,-7,1432
5070,-1,-3,-3,1436
5085,-1,12,5,1440
5100,-1,-3,8,1444
5115,1,6,-7,1448
5130,1,5,9,1451
5145,1,-11,9,1455
5160,-1,9,-12,1459
5175,-1,7,8,1463
5190,-1,-7,8,1467
5205,-1,-9,1,1471
5220,-1,11,7,1475
5235,1,4,-7,1478
5250,1,7,-2,1482
5265,-1,-3,-5,1486
5280,1,-3,4,1490
5295,1,4,-12,1494
5310,-1,-5,-11,1498
5325,1,10,-4,1502
5340,-1,7,6,1506
5355,1,9,6,1509
5370,-1,-2,4,1513
5385,1,12,-6,1517
5400,1,-12,2,1521
5415,-1,12,-3,1525
5430,-1,11,6,1529
5445,1,4,-2,1533
5460,-1,-4,8,1536
5475,-1,3,5,1540
5490,1,-9,8,1544
5505,-1,0,-8,1548
5520,-1,-5,-4,1552
5535,-1,-3,-10,1556
5550,1,-1,-8,1560
5565,-1,0,6,1564
5580,1,6,-7,1567
5595,-1,-8,3,1571
5610,-1,0,-2,1575
5625,1,-8,-12,1579
5640,1,3,2,1583
5655,1,-11,0,1587
5670,-1,11,-7,1591
5685,1,6,0,1594
5700,1,5,-11,1598
5715,1,7,9,1602
5730,1,-5,12,1606
5745,1,4,-12,1610
5760,-1,-1,-10,1614
5775,-1,7,-1,1618
5790,-1,11,1,1622
5805,-1,-12,-6,1625
5820,1,-6,-4,1629
5835,-1,3,-10,1633
5850,1,-1,-10,1637
5865,-1,-1,2,1641
5880,1,0,-1,1645
5895,1,-5,9,1649
5910,1,-7,-7,1653
5925,-1,11,5,1656
5940,-1,8,12,1660
5955,1,5,10,1664
5970,-1,11,-11,1668
5985,-1,-7,-3,1672
6000,1,4,-5,1676
6015,1,12,-10,1680
6030,1,-9,11,1683
6045,1,-12,11,1687
6060,-1,2,6,1691
6075,-1,7,-7,1695
6090,1,-2,0,1699
6105,1,-9,-2,1703
6120,1,11,9,1707
6135,1,-6,4,1711
6150,-1,-11,-8,1714
6165,1,-4,1,1718
6180,-1,-8,1,1722
6195,1,-7,9,1726
6210,-1,-6,-10,1730
6225,1,5,-7,1734
6240,1,-11,-1,1738
6255,1,1,6,1741
6270,-1,5,1,1745
6285,-1,-2,1,1749
6300,-1,9,11,1753
6315,1,8,-1,1757
6330,1,-5,-12,1761
6345,1,-3,-9,1765
6360,-1,2,-6,1769
6375,-1,9,-1,1772
6390,1,-10,12,1776
6405,-1,-7,-5,1780
6420,1,0,3,1784
6435,1,-5,3,1788
6450,1,8,10,1792
6465,1,7,2,1796
6480,-1,2,-9,1799
6495,1,-9,6,1803
6510,-1,10,7,1807
6525,1,5,8,1811
6540,1,-7,9,1815
6555,1,7,1,1819
6570,1,10,11,1823
6585,-1,-10,-10,1827
6600,1,2,-5,1830
6615,-1,12,-4,1834
6630,1,10,-5,1838
6645,1,-3,-12,1842
6660,1,-5,-3,1846
6675,-1,4,10,1850
6690,-1,7,-6,1854
6705,-1,6,11,1857
6720,-1,5,0,1861
6735,1,-7,-8,1865
6750,-1,9,-3,1869
6765,1,-6,10,1873
6780,-1,-8,-7,1877
6795,-1,-7,-3,1881
6810,1,-5,-7,1885
6825,-1,-7,8,1888
6840,1,3,7,1892
6855,-1,-2,11,1896
6870,1,-4,9,1900
6885,1,-3,-6,1904
6900,1,12,8,1908
6915,-1,4,2,1912
6930,-1,11,-7,1916
6945,1,12,-3,1919
6960,-1,-4,-4,1923
6975,1,1,-6,1927
6990,1,-8,8,1931
7005,-1,-12,-4,1935
7020,-1,-11,2,1939
7035,-1,-3,-6,1943
7050,1,-9,-6,1946
7065,-1,11,5,1950
7080,-1,9,8,1954
7095,-1,11,4,1958
7110,-1,-11,-7,1962
7125,1,-11,10,1966
7140,1,-12,-6,1970
7155,1,0,4,1974
7170,1,-10,-4,1977
7185,-1,1,11,1981
7200,-1,-8,6,1985
7215,-1,-9,-6,1989
7230,-1,-6,-1,1993
7245,1,-12,-8,1997
7260,1,-1,-7,2001
7275,-1,4,-9,2004
7290,1,0,-8,2008
7305,1,6,0,2012
7320,1,-5,2,2016
7335,1,6,6,2020
7350,1,-3,-6,2024
7365,-1,-5,-3,2028
7380,-1,2,-6,2032
7395,1,-8,3,2035
7410,-1,-12,3,2039
7425,1,-2,8,2043
7440,1,10,-3,2047
7455,-1,-12,-2,2051
7470,-1,2,7,2055
7485,1,-12,4,2059
7500,1,4,-1,2062
7515,-1,7,4,2066
7530,-1,-4,0,2070
7545,-1,-11,-8,2074
7560,-1,-6,-10,2078
7575,-1,2,-12,2082
7590,-1,-10,-10,2086
7605,-1,2,12,2090
7620,1,-9,0,2093
7635,-1,5,-1,2097
7650,-1,-5,8,2101
7665,1,5,8,2105
7680,-1,-10,-5,2109
7695,1,-8,9,2113
7710,-1,-8,6,2117
7725,-1,1,-9,2120
7740,1,-4,9,2124
7755,1,-12,5,2128
7770,-1,5,0,2132
7785,-1,7,-1,2136
7800,1,5,-4,2140
7815,-1,-4,0,2144
7830,1,9,0,2148
7845,-1,3,7,2151
7860,-1,-6,12,2155
7875,-1,-4,8,2159
7890,-1,1,1,2163
7905,1,-11,2,2167
7920,1,11,5,2171
7935,-1,-10,-8,2175
7950,-1,-12,-2,2178
7965,1,-2,4,2182
7980,1,-10,-8,2186
7995,-1,4,11,2190
8010,1,-12,-5,2194
8025,1,-12,2,2198
8040,1,2,12,2202
8055,-1,12,8,2206
8070,-1,-5,6,2209
8085,1,-6,-3,2213
8100,1,-2,2,2217
8115,1,12,-11,2221
8130,1,-8,-11,2225
8145,1,4,-2,2229
8160,1,9,-9,2233
8175,1,7,-6,2237
8190,-1,-6,-4,2240
8205,-1,-12,-1,2244
8220,-1,3,3,2248
8235,-1,9,-12,2252
8250,-1,7,3,2256
8265,-1,-9,-9,2260
8280,-1,4,7,2264
8295,-1,7,-1,2267
8310,-1,-5,3,2271
8325,1,10,-9,2275
8340,1,12,-8,2279
8355,1,12,12,2283
8370,1,-4,6,2287
8385,1,-6,4,2291
8400,1,-1,2,2295
8415,1,3,10,2298
8430,1,5,5,2302
8445,-1,10,7,2306
8460,1,12,8,2310
8475,-1,-5,5,2314
8490,-1,4,12,2318
8505,1,6,-9,2322
8520,-1,2,10,2325
8535,-1,6,2,2329
8550,-1,7,-10,2333
8565,1,0,2,2337
8580,-1,11,-1,2341
8595,1,10,10,2345
8610,-1,-9,3,2349
8625,1,-2,-9,2353
8640,1,-12,-11,2356
8655,1,-3,5,2360
8670,-1,-11,3,2364
8685,1,-9,-6,2368
8700,1,-2,-9,2372
8715,1,-2,3,2376
8730,1,-2,-12,2380
8745,1,2,1,2383
8760,1,1,9,2387
8775,1,-2,11,2391
8790,-1,7,0,2395
8805,-1,-3,3,2399
8820,-1,4,-7,2403
8835,-1,-9,5,2407
8850,-1,-3,4,2411
8865,-1,-3,9,2414
8880,1,-12,3,2418
8895,-1,5,2,2422
8910,-1,-3,1,2426
8925,-1,7,0,2430
8940,1,0,11,2434
8955,1,6,-11,2438
8970,-1,-12,1,2441
8985,1,8,-4,2445
9000,-1,-3,-3,2449
9015,1,-11,-5,2453
9030,1,10,1,2457
9045,1,-2,4,2461
9060,-1,5,-7,2465
9075,-1,-5,11,2469
9090,1,10,-6,2472
9105,-1,11,-5,2476
9120,-1,-7,-10,2480
9135,1,-4,12,2484
9150,-1,-11,1,2488
9165,1,2,3,2492
9180,-1,-11,7,2496
9195,-1,-6,-6,2499
9210,1,-4,-8,2503
9225,-1,12,11,2507
9240,-1,-11,-1,2511
9255,-1,6,1,2515
9270,1,6,8,2519
9285,1,-9,-12,2523
9300,1,8,-2,2527
9315,-1,8,-11,2530
9330,-1,3,5,2534
9345,-1,0,-4,2538
9360,-1,10,-10,2542
9375,1,10,7,2546
9390,1,11,5,2550
9405,1,-10,-8,2554
9420,1,-4,-6,2558
9435,-1,-2,-9,2561
9450,-1,-5,-11,2565
9465,1,6,2,2569
9480,1,-5,-11,2573
9495,1,-6,7,2577
9510,1,-9,-12,2581
9525,-1,-7,-8,2585
9540,1,6,3,2588
9555,-1,-1,-6,2592
9570,-1,-4,11,2596
9585,-1,-7,5,2600
9600,-1,2,-4,2604
9615,-1,9,0,2608
9630,-1,4,1,2612
9645,-1,-4,-3,2616
9660,1,2,-10,2619
9675,-1,-6,-12,2623
9690,1,5,2,2627
9705,-1,-6,12,2631
9720,-1,-10,-5,2635
9735,1,6,-6,2639
9750,-1,8,9,2643
9765,-1,11,-5,2646
9780,1,-4,5,2650
9795,1,5,-9,2654
9810,1,-1,-1,2658
9825,1,-8,4,2662
9840,1,11,-5,2666
9855,1,-11,-4,2670
9870,1,8,-7,2674
9885,1,-9,-1,2677
9900,1,-2,-12,2681
9915,-1,4,-8,2685
9930,1,5,3,2689
9945,1,-1,-5,2693
9960,-1,0,-3,2697
9975,-1,-10,-6,2701
9990,-1,10,0,2704
10005,-1,0,-11,2708
10020,-1,-12,12,2712
10035,1,8,5,2716
10050,1,0,11,2720
10065,-1,-8,-7,2724
10080,1,-1,0,2728
10095,-1,8,6,2732
10110,1,6,2,2735
10125,1,-2,-6,2739
10140,-1,-8,-4,2743
10155,-1,-11,-5,2747
10170,1,11,-1,2751
10185,1,-12,0,2755
10200,-1,-12,1,2759
10215,1,-11,8,2762
10230,1,7,-12,2766
10245,1,0,10,2770
10260,1,-8,12,2774
10275,-1,2,2,2778
10290,1,-8,-1,2782
10305,-1,10,12,2786
10320,1,9,-11,2790
10335,1,8,11,2793
10350,-1,-4,0,2797
10365,1,-5,-3,2801
10380,-1,9,-7,2805
10395,-1,10,10,2809
10410,1,2,8,2813
10425,-1,-4,-5,2817
10440,-1,12,9,2820
10455,1,-1,-8,2824
10470,1,-8,-6,2828
10485,-1,-10,-9,2832
10500,1,-1,4,2836
10515,1,1,-4,2840
10530,-1,-8,0,2844
10545,1,-6,-3,2848
10560,1,6,5,2851
10575,-1,6,-4,2855
10590,-1,9,5,2859
10605,1,4,-5,2863
10620,-1,8,9,2867
10635,1,-5,-1,2871
10650,1,-7,12,2875
10665,1,-5,-6,2879
10680,-1,-10,-1,2882
10695,1,-1,1,2886
10710,1,-2,6,2890
10725,1,-9,-5,2894
10740,-1,-1,0,2898
10755,1,5,1,2902
10770,1,5,-10,2906
10785,1,8,5,2909
10800,-1,6,2,2913
10815,1,-12,-9,2917
10830,-1,11,2,2921
10845,-1,0,-2,2925
10860,1,-3,-3,2929
10875,-1,3,3,2933
10890,1,0,11,2937
10905,1,1,-7,2940
10920,1,-6,-12,2944
10935,-1,-3,-12,2948
10950,1,-12,9,2952
10965,-1,-11,-9,2956
10980,-1,-9,-5,2960
10995,1,-6,-1,2964
11010,1,10,-12,2967
11025,1,-2,10,2971
11040,-1,9,-10,2975
11055,-1,4,10,2979
11070,1,-7,7,2983
11085,1,2,-1,2987
11100,1,10,0,2991
11115,-1,10,-7,2995
11130,-1,9,11,2998
11145,1,3,8,3002
11160,-1,6,5,3006
11175,1,2,-9,3010
11190,1,6,8,3014
11205,1,-3,11,3018
11220,-1,-10,5,3022
11235,-1,-8,-3,3025
11250,1,4,-6,3029
11265,-1,-8,-3,3033
11280,-1,6,11,3037
11295,1,-12,8,3041
11310,1,1,10,3045
11325,1,2,9,3049
11340,1,11,-8,3053
11355,1,-11,0,3056
11370,-1,4,-2,3060
11385,1,4,-8,3064
11400,-1,10,12,3068
11415,-1,7,-1,3072
11430,-1,7,8,3076
11445,1,7,4,3080
11460,-1,10,-2,3083
11475,1,9,-12,3087
11490,1,9,-5,3091
11505,-1,-1,6,3095
11520,-1,6,8,3099
11535,1,-1,7,3103
11550,1,-2,-11,3107
11565,1,-3,-2,3111
11580,1,3,9,3114
11595,-1,-10,6,3118
11610,1,1,-1,3122
11625,-1,11,-8,3126
11640,1,1,10,3130
11655,-1,-5,10,3134
11670,-1,11,8,3138
11685,-1,-2,10,3142
11700,1,11,3,3145
11715,-1,11,6,3149
11730,1,5,7,3153
11745,1,9,11,3157
11760,1,12,-10,3161
11775,1,5,7,3165
11790,1,-1,4,3169
11805,-1,4,11,3172
11820,-1,-4,0,3176
11835,-1,2,3,3180
11850,-1,-11,-8,3184
11865,-1,2,1,3188
11880,1,-9,9,3192
11895,-1,12,0,3196
11910,1,-7,1,3200
11925,-1,6,-12,3203
11940,-1,-2,8,3207
11955,-1,5,-4,3211
11970,-1,1,6,3215
11985,-1,-7,4,3219
12000,-1,5,0,3223
12015,-1,5,-8,3227
12030,-1,3,-6,3230
12045,-1,-3,5,3234
12060,-1,-2,7,3238
12075,-1,-10,0,3242
12090,-1,1,-7,3246
12105,1,0,-2,3250
12120,1,-10,6,3254
12135,1,4,-12,3258
12150,-1,3,4,3261
12165,1,7,11,3265
12180,-1,-1,-10,3269
12195,1,4,1,3273
12210,-1,-12,3,3277
12225,1,7,-9,3281
12240,-1,7,-12,3285
12255,1,-9,-1,3288
12270,1,12,3,3292
12285,1,-1,9,3296
12300,-1,-2,6,3300
12315,1,11,-8,3304
12330,1,-6,-9,3308
12345,1,9,-9,3312
12360,-1,4,-3,3316
12375,-1,9,12,3319
12390,-1,-3,1,3323
12405,1,-9,-11,3327
12420,-1,9,-5,3331
12435,-1,-7,11,3335
12450,-1,7,1,3339
12465,1,-3,-5,3343
